id,name,sku,price,description,images
333,Product 333,SKU1333,90.0,This is the description for product 333.,https://example.com/images/product333.jpg
334,Product 334,SKU1334,92.5,This is the description for product 334.,https://example.com/images/product334.jpg
335,Product 335,SKU1335,95.0,This is the description for product 335.,https://example.com/images/product335.jpg
336,Product 336,SKU1336,97.5,This is the description for product 336.,https://example.com/images/product336.jpg
337,Product 337,SKU1337,100.0,This is the description for product 337.,https://example.com/images/product337.jpg
338,Product 338,SKU1338,102.5,This is the description for product 338.,https://example.com/images/product338.jpg
339,Product 339,SKU1339,105.0,This is the description for product 339.,https://example.com/images/product339.jpg
340,Product 340,SKU1340,107.5,This is the description for product 340.,https://example.com/images/product340.jpg
341,Product 341,SKU1341,110.0,This is the description for product 341.,https://example.com/images/product341.jpg
342,Product 342,SKU1342,112.5,This is the description for product 342.,https://example.com/images/product342.jpg
343,Product 343,SKU1343,115.0,This is the description for product 343.,https://example.com/images/product343.jpg
344,Product 344,SKU1344,117.5,This is the description for product 344.,https://example.com/images/product344.jpg
345,Product 345,SKU1345,120.0,This is the description for product 345.,https://example.com/images/product345.jpg
346,Product 346,SKU1346,122.5,This is the description for product 346.,https://example.com/images/product346.jpg
347,Product 347,SKU1347,125.0,This is the description for product 347.,https://example.com/images/product347.jpg
348,Product 348,SKU1348,127.5,This is the description for product 348.,https://example.com/images/product348.jpg
349,Product 349,SKU1349,130.0,This is the description for product 349.,https://example.com/images/product349.jpg
350,Product 350,SKU1350,132.5,This is the description for product 350.,https://example.com/images/product350.jpg
351,Product 351,SKU1351,135.0,This is the description for product 351.,https://example.com/images/product351.jpg
352,Product 352,SKU1352,137.5,This is the description for product 352.,https://example.com/images/product352.jpg
353,Product 353,SKU1353,140.0,This is the description for product 353.,https://example.com/images/product353.jpg
354,Product 354,SKU1354,142.5,This is the description for product 354.,https://example.com/images/product354.jpg
355,Product 355,SKU1355,145.0,This is the description for product 355.,https://example.com/images/product355.jpg
356,Product 356,SKU1356,147.5,This is the description for product 356.,https://example.com/images/product356.jpg
357,Product 357,SKU1357,150.0,This is the description for product 357.,https://example.com/images/product357.jpg
358,Product 358,SKU1358,152.5,This is the description for product 358.,https://example.com/images/product358.jpg
359,Product 359,SKU1359,155.0,This is the description for product 359.,https://example.com/images/product359.jpg
360,Product 360,SKU1360,157.5,This is the description for product 360.,https://example.com/images/product360.jpg
361,Product 361,SKU1361,160.0,This is the description for product 361.,https://example.com/images/product361.jpg
362,Product 362,SKU1362,162.5,This is the description for product 362.,https://example.com/images/product362.jpg
363,Product 363,SKU1363,165.0,This is the description for product 363.,https://example.com/images/product363.jpg
364,Product 364,SKU1364,167.5,This is the description for product 364.,https://example.com/images/product364.jpg
365,Product 365,SKU1365,170.0,This is the description for product 365.,https://example.com/images/product365.jpg
366,Product 366,SKU1366,172.5,This is the description for product 366.,https://example.com/images/product366.jpg
367,Product 367,SKU1367,175.0,This is the description for product 367.,https://example.com/images/product367.jpg
368,Product 368,SKU1368,177.5,This is the description for product 368.,https://example.com/images/product368.jpg
369,Product 369,SKU1369,180.0,This is the description for product 369.,https://example.com/images/product369.jpg
370,Product 370,SKU1370,182.5,This is the description for product 370.,https://example.com/images/product370.jpg
371,Product 371,SKU1371,185.0,This is the description for product 371.,https://example.com/images/product371.jpg
372,Product 372,SKU1372,187.5,This is the description for product 372.,https://example.com/images/product372.jpg
373,Product 373,SKU1373,190.0,This is the description for product 373.,https://example.com/images/product373.jpg
374,Product 374,SKU1374,192.5,This is the description for product 374.,https://example.com/images/product374.jpg
375,Product 375,SKU1375,195.0,This is the description for product 375.,https://example.com/images/product375.jpg
376,Product 376,SKU1376,197.5,This is the description for product 376.,https://example.com/images/product376.jpg
377,Product 377,SKU1377,200.0,This is the description for product 377.,https://example.com/images/product377.jpg
378,Product 378,SKU1378,202.5,This is the description for product 378.,https://example.com/images/product378.jpg
379,Product 379,SKU1379,205.0,This is the description for product 379.,https://example.com/images/product379.jpg
380,Product 380,SKU1380,207.5,This is the description for product 380.,https://example.com/images/product380.jpg
381,Product 381,SKU1381,210.0,This is the description for product 381.,https://example.com/images/product381.jpg
382,Product 382,SKU1382,212.5,This is the description for product 382.,https://example.com/images/product382.jpg
383,Product 383,SKU1383,215.0,This is the description for product 383.,https://example.com/images/product383.jpg
384,Product 384,SKU1384,217.5,This is the description for product 384.,https://example.com/images/product384.jpg
385,Product 385,SKU1385,220.0,This is the description for product 385.,https://example.com/images/product385.jpg
386,Product 386,SKU1386,222.5,This is the description for product 386.,https://example.com/images/product386.jpg
387,Product 387,SKU1387,225.0,This is the description for product 387.,https://example.com/images/product387.jpg
388,Product 388,SKU1388,227.5,This is the description for product 388.,https://example.com/images/product388.jpg
389,Product 389,SKU1389,230.0,This is the description for product 389.,https://example.com/images/product389.jpg
390,Product 390,SKU1390,232.5,This is the description for product 390.,https://example.com/images/product390.jpg
391,Product 391,SKU1391,235.0,This is the description for product 391.,https://example.com/images/product391.jpg
392,Product 392,SKU1392,237.5,This is the description for product 392.,https://example.com/images/product392.jpg
393,Product 393,SKU1393,240.0,This is the description for product 393.,https://example.com/images/product393.jpg
394,Product 394,SKU1394,242.5,This is the description for product 394.,https://example.com/images/product394.jpg
395,Product 395,SKU1395,245.0,This is the description for product 395.,https://example.com/images/product395.jpg
396,Product 396,SKU1396,247.5,This is the description for product 396.,https://example.com/images/product396.jpg
397,Product 397,SKU1397,250.0,This is the description for product 397.,https://example.com/images/product397.jpg
398,Product 398,SKU1398,252.5,This is the description for product 398.,https://example.com/images/product398.jpg
399,Product 399,SKU1399,255.0,This is the description for product 399.,https://example.com/images/product399.jpg
400,Product 400,SKU1400,257.5,This is the description for product 400.,https://example.com/images/product400.jpg
401,Product 401,SKU1401,10.0,This is the description for product 401.,https://example.com/images/product401.jpg
402,Product 402,SKU1402,12.5,This is the description for product 402.,https://example.com/images/product402.jpg
403,Product 403,SKU1403,15.0,This is the description for product 403.,https://example.com/images/product403.jpg
404,Product 404,SKU1404,17.5,This is the description for product 404.,https://example.com/images/product404.jpg
405,Product 405,SKU1405,20.0,This is the description for product 405.,https://example.com/images/product405.jpg
406,Product 406,SKU1406,22.5,This is the description for product 406.,https://example.com/images/product406.jpg
407,Product 407,SKU1407,25.0,This is the description for product 407.,https://example.com/images/product407.jpg
408,Product 408,SKU1408,27.5,This is the description for product 408.,https://example.com/images/product408.jpg
409,Product 409,SKU1409,30.0,This is the description for product 409.,https://example.com/images/product409.jpg
410,Product 410,SKU1410,32.5,This is the description for product 410.,https://example.com/images/product410.jpg
411,Product 411,SKU1411,35.0,This is the description for product 411.,https://example.com/images/product411.jpg
412,Product 412,SKU1412,37.5,This is the description for product 412.,https://example.com/images/product412.jpg
413,Product 413,SKU1413,40.0,This is the description for product 413.,https://example.com/images/product413.jpg
414,Product 414,SKU1414,42.5,This is the description for product 414.,https://example.com/images/product414.jpg
415,Product 415,SKU1415,45.0,This is the description for product 415.,https://example.com/images/product415.jpg
416,Product 416,SKU1416,47.5,This is the description for product 416.,https://example.com/images/product416.jpg
417,Product 417,SKU1417,50.0,This is the description for product 417.,https://example.com/images/product417.jpg
418,Product 418,SKU1418,52.5,This is the description for product 418.,https://example.com/images/product418.jpg
419,Product 419,SKU1419,55.0,This is the description for product 419.,https://example.com/images/product419.jpg
420,Product 420,SKU1420,57.5,This is the description for product 420.,https://example.com/images/product420.jpg
421,Product 421,SKU1421,60.0,This is the description for product 421.,https://example.com/images/product421.jpg
422,Product 422,SKU1422,62.5,This is the description for product 422.,https://example.com/images/product422.jpg
423,Product 423,SKU1423,65.0,This is the description for product 423.,https://example.com/images/product423.jpg
424,Product 424,SKU1424,67.5,This is the description for product 424.,https://example.com/images/product424.jpg
425,Product 425,SKU1425,70.0,This is the description for product 425.,https://example.com/images/product425.jpg
426,Product 426,SKU1426,72.5,This is the description for product 426.,https://example.com/images/product426.jpg
427,Product 427,SKU1427,75.0,This is the description for product 427.,https://example.com/images/product427.jpg
428,Product 428,SKU1428,77.5,This is the description for product 428.,https://example.com/images/product428.jpg
429,Product 429,SKU1429,80.0,This is the description for product 429.,https://example.com/images/product429.jpg
430,Product 430,SKU1430,82.5,This is the description for product 430.,https://example.com/images/product430.jpg
431,Product 431,SKU1431,85.0,This is the description for product 431.,https://example.com/images/product431.jpg
432,Product 432,SKU1432,87.5,This is the description for product 432.,https://example.com/images/product432.jpg
433,Product 433,SKU1433,90.0,This is the description for product 433.,https://example.com/images/product433.jpg
434,Product 434,SKU1434,92.5,This is the description for product 434.,https://example.com/images/product434.jpg
435,Product 435,SKU1435,95.0,This is the description for product 435.,https://example.com/images/product435.jpg
436,Product 436,SKU1436,97.5,This is the description for product 436.,https://example.com/images/product436.jpg
437,Product 437,SKU1437,100.0,This is the description for product 437.,https://example.com/images/product437.jpg
438,Product 438,SKU1438,102.5,This is the description for product 438.,https://example.com/images/product438.jpg
439,Product 439,SKU1439,105.0,This is the description for product 439.,https://example.com/images/product439.jpg
440,Product 440,SKU1440,107.5,This is the description for product 440.,https://example.com/images/product440.jpg
441,Product 441,SKU1441,110.0,This is the description for product 441.,https://example.com/images/product441.jpg
442,Product 442,SKU1442,112.5,This is the description for product 442.,https://example.com/images/product442.jpg
443,Product 443,SKU1443,115.0,This is the description for product 443.,https://example.com/images/product443.jpg
444,Product 444,SKU1444,117.5,This is the description for product 444.,https://example.com/images/product444.jpg
445,Product 445,SKU1445,120.0,This is the description for product 445.,https://example.com/images/product445.jpg
446,Product 446,SKU1446,122.5,This is the description for product 446.,https://example.com/images/product446.jpg
447,Product 447,SKU1447,125.0,This is the description for product 447.,https://example.com/images/product447.jpg
448,Product 448,SKU1448,127.5,This is the description for product 448.,https://example.com/images/product448.jpg
449,Product 449,SKU1449,130.0,This is the description for product 449.,https://example.com/images/product449.jpg
450,Product 450,SKU1450,132.5,This is the description for product 450.,https://example.com/images/product450.jpg
451,Product 451,SKU1451,135.0,This is the description for product 451.,https://example.com/images/product451.jpg
452,Product 452,SKU1452,137.5,This is the description for product 452.,https://example.com/images/product452.jpg
453,Product 453,SKU1453,140.0,This is the description for product 453.,https://example.com/images/product453.jpg
454,Product 454,SKU1454,142.5,This is the description for product 454.,https://example.com/images/product454.jpg
455,Product 455,SKU1455,145.0,This is the description for product 455.,https://example.com/images/product455.jpg
456,Product 456,SKU1456,147.5,This is the description for product 456.,https://example.com/images/product456.jpg
457,Product 457,SKU1457,150.0,This is the description for product 457.,https://example.com/images/product457.jpg
458,Product 458,SKU1458,152.5,This is the description for product 458.,https://example.com/images/product458.jpg
459,Product 459,SKU1459,155.0,This is the description for product 459.,https://example.com/images/product459.jpg
460,Product 460,SKU1460,157.5,This is the description for product 460.,https://example.com/images/product460.jpg
461,Product 461,SKU1461,160.0,This is the description for product 461.,https://example.com/images/product461.jpg
462,Product 462,SKU1462,162.5,This is the description for product 462.,https://example.com/images/product462.jpg
463,Product 463,SKU1463,165.0,This is the description for product 463.,https://example.com/images/product463.jpg
464,Product 464,SKU1464,167.5,This is the description for product 464.,https://example.com/images/product464.jpg
465,Product 465,SKU1465,170.0,This is the description for product 465.,https://example.com/images/product465.jpg
466,Product 466,SKU1466,172.5,This is the description for product 466.,https://example.com/images/product466.jpg
467,Product 467,SKU1467,175.0,This is the description for product 467.,https://example.com/images/product467.jpg
468,Product 468,SKU1468,177.5,This is the description for product 468.,https://example.com/images/product468.jpg
469,Product 469,SKU1469,180.0,This is the description for product 469.,https://example.com/images/product469.jpg
470,Product 470,SKU1470,182.5,This is the description for product 470.,https://example.com/images/product470.jpg
471,Product 471,SKU1471,185.0,This is the description for product 471.,https://example.com/images/product471.jpg
472,Product 472,SKU1472,187.5,This is the description for product 472.,https://example.com/images/product472.jpg
473,Product 473,SKU1473,190.0,This is the description for product 473.,https://example.com/images/product473.jpg
474,Product 474,SKU1474,192.5,This is the description for product 474.,https://example.com/images/product474.jpg
475,Product 475,SKU1475,195.0,This is the description for product 475.,https://example.com/images/product475.jpg
476,Product 476,SKU1476,197.5,This is the description for product 476.,https://example.com/images/product476.jpg
477,Product 477,SKU1477,200.0,This is the description for product 477.,https://example.com/images/product477.jpg
478,Product 478,SKU1478,202.5,This is the description for product 478.,https://example.com/images/product478.jpg
479,Product 479,SKU1479,205.0,This is the description for product 479.,https://example.com/images/product479.jpg
480,Product 480,SKU1480,207.5,This is the description for product 480.,https://example.com/images/product480.jpg
481,Product 481,SKU1481,210.0,This is the description for product 481.,https://example.com/images/product481.jpg
482,Product 482,SKU1482,212.5,This is the description for product 482.,https://example.com/images/product482.jpg
483,Product 483,SKU1483,215.0,This is the description for product 483.,https://example.com/images/product483.jpg
484,Product 484,SKU1484,217.5,This is the description for product 484.,https://example.com/images/product484.jpg
485,Product 485,SKU1485,220.0,This is the description for product 485.,https://example.com/images/product485.jpg
486,Product 486,SKU1486,222.5,This is the description for product 486.,https://example.com/images/product486.jpg
487,Product 487,SKU1487,225.0,This is the description for product 487.,https://example.com/images/product487.jpg
488,Product 488,SKU1488,227.5,This is the description for product 488.,https://example.com/images/product488.jpg
489,Product 489,SKU1489,230.0,This is the description for product 489.,https://example.com/images/product489.jpg
490,Product 490,SKU1490,232.5,This is the description for product 490.,https://example.com/images/product490.jpg
491,Product 491,SKU1491,235.0,This is the description for product 491.,https://example.com/images/product491.jpg
492,Product 492,SKU1492,237.5,This is the description for product 492.,https://example.com/images/product492.jpg
493,Product 493,SKU1493,240.0,This is the description for product 493.,https://example.com/images/product493.jpg
494,Product 494,SKU1494,242.5,This is the description for product 494.,https://example.com/images/product494.jpg
495,Product 495,SKU1495,245.0,This is the description for product 495.,https://example.com/images/product495.jpg
496,Product 496,SKU1496,247.5,This is the description for product 496.,https://example.com/images/product496.jpg
497,Product 497,SKU1497,250.0,This is the description for product 497.,https://example.com/images/product497.jpg
498,Product 498,SKU1498,252.5,This is the description for product 498.,https://example.com/images/product498.jpg
499,Product 499,SKU1499,255.0,This is the description for product 499.,https://example.com/images/product499.jpg
500,Product 500,SKU1500,257.5,This is the description for product 500.,https://example.com/images/product500.jpg
501,Product 501,SKU1501,10.0,This is the description for product 501.,https://example.com/images/product501.jpg
502,Product 502,SKU1502,12.5,This is the description for product 502.,https://example.com/images/product502.jpg
503,Product 503,SKU1503,15.0,This is the description for product 503.,https://example.com/images/product503.jpg
504,Product 504,SKU1504,17.5,This is the description for product 504.,https://example.com/images/product504.jpg
505,Product 505,SKU1505,20.0,This is the description for product 505.,https://example.com/images/product505.jpg
506,Product 506,SKU1506,22.5,This is the description for product 506.,https://example.com/images/product506.jpg
507,Product 507,SKU1507,25.0,This is the description for product 507.,https://example.com/images/product507.jpg
508,Product 508,SKU1508,27.5,This is the description for product 508.,https://example.com/images/product508.jpg
509,Product 509,SKU1509,30.0,This is the description for product 509.,https://example.com/images/product509.jpg
510,Product 510,SKU1510,32.5,This is the description for product 510.,https://example.com/images/product510.jpg
511,Product 511,SKU1511,35.0,This is the description for product 511.,https://example.com/images/product511.jpg
512,Product 512,SKU1512,37.5,This is the description for product 512.,https://example.com/images/product512.jpg
513,Product 513,SKU1513,40.0,This is the description for product 513.,https://example.com/images/product513.jpg
514,Product 514,SKU1514,42.5,This is the description for product 514.,https://example.com/images/product514.jpg
515,Product 515,SKU1515,45.0,This is the description for product 515.,https://example.com/images/product515.jpg
516,Product 516,SKU1516,47.5,This is the description for product 516.,https://example.com/images/product516.jpg
517,Product 517,SKU1517,50.0,This is the description for product 517.,https://example.com/images/product517.jpg
518,Product 518,SKU1518,52.5,This is the description for product 518.,https://example.com/images/product518.jpg
519,Product 519,SKU1519,55.0,This is the description for product 519.,https://example.com/images/product519.jpg
520,Product 520,SKU1520,57.5,This is the description for product 520.,https://example.com/images/product520.jpg
521,Product 521,SKU1521,60.0,This is the description for product 521.,https://example.com/images/product521.jpg
522,Product 522,SKU1522,62.5,This is the description for product 522.,https://example.com/images/product522.jpg
523,Product 523,SKU1523,65.0,This is the description for product 523.,https://example.com/images/product523.jpg
524,Product 524,SKU1524,67.5,This is the description for product 524.,https://example.com/images/product524.jpg
525,Product 525,SKU1525,70.0,This is the description for product 525.,https://example.com/images/product525.jpg
526,Product 526,SKU1526,72.5,This is the description for product 526.,https://example.com/images/product526.jpg
527,Product 527,SKU1527,75.0,This is the description for product 527.,https://example.com/images/product527.jpg
528,Product 528,SKU1528,77.5,This is the description for product 528.,https://example.com/images/product528.jpg
529,Product 529,SKU1529,80.0,This is the description for product 529.,https://example.com/images/product529.jpg
530,Product 530,SKU1530,82.5,This is the description for product 530.,https://example.com/images/product530.jpg
531,Product 531,SKU1531,85.0,This is the description for product 531.,https://example.com/images/product531.jpg
532,Product 532,SKU1532,87.5,This is the description for product 532.,https://example.com/images/product532.jpg
533,Product 533,SKU1533,90.0,This is the description for product 533.,https://example.com/images/product533.jpg
534,Product 534,SKU1534,92.5,This is the description for product 534.,https://example.com/images/product534.jpg
535,Product 535,SKU1535,95.0,This is the description for product 535.,https://example.com/images/product535.jpg
536,Product 536,SKU1536,97.5,This is the description for product 536.,https://example.com/images/product536.jpg
537,Product 537,SKU1537,100.0,This is the description for product 537.,https://example.com/images/product537.jpg
538,Product 538,SKU1538,102.5,This is the description for product 538.,https://example.com/images/product538.jpg
539,Product 539,SKU1539,105.0,This is the description for product 539.,https://example.com/images/product539.jpg
540,Product 540,SKU1540,107.5,This is the description for product 540.,https://example.com/images/product540.jpg
541,Product 541,SKU1541,110.0,This is the description for product 541.,https://example.com/images/product541.jpg
542,Product 542,SKU1542,112.5,This is the description for product 542.,https://example.com/images/product542.jpg
543,Product 543,SKU1543,115.0,This is the description for product 543.,https://example.com/images/product543.jpg
544,Product 544,SKU1544,117.5,This is the description for product 544.,https://example.com/images/product544.jpg
545,Product 545,SKU1545,120.0,This is the description for product 545.,https://example.com/images/product545.jpg
546,Product 546,SKU1546,122.5,This is the description for product 546.,https://example.com/images/product546.jpg
547,Product 547,SKU1547,125.0,This is the description for product 547.,https://example.com/images/product547.jpg
548,Product 548,SKU1548,127.5,This is the description for product 548.,https://example.com/images/product548.jpg
549,Product 549,SKU1549,130.0,This is the description for product 549.,https://example.com/images/product549.jpg
550,Product 550,SKU1550,132.5,This is the description for product 550.,https://example.com/images/product550.jpg
551,Product 551,SKU1551,135.0,This is the description for product 551.,https://example.com/images/product551.jpg
552,Product 552,SKU1552,137.5,This is the description for product 552.,https://example.com/images/product552.jpg
553,Product 553,SKU1553,140.0,This is the description for product 553.,https://example.com/images/product553.jpg
554,Product 554,SKU1554,142.5,This is the description for product 554.,https://example.com/images/product554.jpg
555,Product 555,SKU1555,145.0,This is the description for product 555.,https://example.com/images/product555.jpg
556,Product 556,SKU1556,147.5,This is the description for product 556.,https://example.com/images/product556.jpg
557,Product 557,SKU1557,150.0,This is the description for product 557.,https://example.com/images/product557.jpg
558,Product 558,SKU1558,152.5,This is the description for product 558.,https://example.com/images/product558.jpg
559,Product 559,SKU1559,155.0,This is the description for product 559.,https://example.com/images/product559.jpg
560,Product 560,SKU1560,157.5,This is the description for product 560.,https://example.com/images/product560.jpg
561,Product 561,SKU1561,160.0,This is the description for product 561.,https://example.com/images/product561.jpg
562,Product 562,SKU1562,162.5,This is the description for product 562.,https://example.com/images/product562.jpg
563,Product 563,SKU1563,165.0,This is the description for product 563.,https://example.com/images/product563.jpg
564,Product 564,SKU1564,167.5,This is the description for product 564.,https://example.com/images/product564.jpg
565,Product 565,SKU1565,170.0,This is the description for product 565.,https://example.com/images/product565.jpg
566,Product 566,SKU1566,172.5,This is the description for product 566.,https://example.com/images/product566.jpg
567,Product 567,SKU1567,175.0,This is the description for product 567.,https://example.com/images/product567.jpg
568,Product 568,SKU1568,177.5,This is the description for product 568.,https://example.com/images/product568.jpg
569,Product 569,SKU1569,180.0,This is the description for product 569.,https://example.com/images/product569.jpg
570,Product 570,SKU1570,182.5,This is the description for product 570.,https://example.com/images/product570.jpg
571,Product 571,SKU1571,185.0,This is the description for product 571.,https://example.com/images/product571.jpg
572,Product 572,SKU1572,187.5,This is the description for product 572.,https://example.com/images/product572.jpg
573,Product 573,SKU1573,190.0,This is the description for product 573.,https://example.com/images/product573.jpg
574,Product 574,SKU1574,192.5,This is the description for product 574.,https://example.com/images/product574.jpg
575,Product 575,SKU1575,195.0,This is the description for product 575.,https://example.com/images/product575.jpg
576,Product 576,SKU1576,197.5,This is the description for product 576.,https://example.com/images/product576.jpg
577,Product 577,SKU1577,200.0,This is the description for product 577.,https://example.com/images/product577.jpg
578,Product 578,SKU1578,202.5,This is the description for product 578.,https://example.com/images/product578.jpg
579,Product 579,SKU1579,205.0,This is the description for product 579.,https://example.com/images/product579.jpg
580,Product 580,SKU1580,207.5,This is the description for product 580.,https://example.com/images/product580.jpg
581,Product 581,SKU1581,210.0,This is the description for product 581.,https://example.com/images/product581.jpg
582,Product 582,SKU1582,212.5,This is the description for product 582.,https://example.com/images/product582.jpg
583,Product 583,SKU1583,215.0,This is the description for product 583.,https://example.com/images/product583.jpg
584,Product 584,SKU1584,217.5,This is the description for product 584.,https://example.com/images/product584.jpg
585,Product 585,SKU1585,220.0,This is the description for product 585.,https://example.com/images/product585.jpg
586,Product 586,SKU1586,222.5,This is the description for product 586.,https://example.com/images/product586.jpg
587,Product 587,SKU1587,225.0,This is the description for product 587.,https://example.com/images/product587.jpg
588,Product 588,SKU1588,227.5,This is the description for product 588.,https://example.com/images/product588.jpg
589,Product 589,SKU1589,230.0,This is the description for product 589.,https://example.com/images/product589.jpg
590,Product 590,SKU1590,232.5,This is the description for product 590.,https://example.com/images/product590.jpg
591,Product 591,SKU1591,235.0,This is the description for product 591.,https://example.com/images/product591.jpg
592,Product 592,SKU1592,237.5,This is the description for product 592.,https://example.com/images/product592.jpg
593,Product 593,SKU1593,240.0,This is the description for product 593.,https://example.com/images/product593.jpg
594,Product 594,SKU1594,242.5,This is the description for product 594.,https://example.com/images/product594.jpg
595,Product 595,SKU1595,245.0,This is the description for product 595.,https://example.com/images/product595.jpg
596,Product 596,SKU1596,247.5,This is the description for product 596.,https://example.com/images/product596.jpg
597,Product 597,SKU1597,250.0,This is the description for product 597.,https://example.com/images/product597.jpg
598,Product 598,SKU1598,252.5,This is the description for product 598.,https://example.com/images/product598.jpg
599,Product 599,SKU1599,255.0,This is the description for product 599.,https://example.com/images/product599.jpg
600,Product 600,SKU1600,257.5,This is the description for product 600.,https://example.com/images/product600.jpg
601,Product 601,SKU1601,10.0,This is the description for product 601.,https://example.com/images/product601.jpg
602,Product 602,SKU1602,12.5,This is the description for product 602.,https://example.com/images/product602.jpg
603,Product 603,SKU1603,15.0,This is the description for product 603.,https://example.com/images/product603.jpg
604,Product 604,SKU1604,17.5,This is the description for product 604.,https://example.com/images/product604.jpg
605,Product 605,SKU1605,20.0,This is the description for product 605.,https://example.com/images/product605.jpg
606,Product 606,SKU1606,22.5,This is the description for product 606.,https://example.com/images/product606.jpg
607,Product 607,SKU1607,25.0,This is the description for product 607.,https://example.com/images/product607.jpg
608,Product 608,SKU1608,27.5,This is the description for product 608.,https://example.com/images/product608.jpg
609,Product 609,SKU1609,30.0,This is the description for product 609.,https://example.com/images/product609.jpg
610,Product 610,SKU1610,32.5,This is the description for product 610.,https://example.com/images/product610.jpg
611,Product 611,SKU1611,35.0,This is the description for product 611.,https://example.com/images/product611.jpg
612,Product 612,SKU1612,37.5,This is the description for product 612.,https://example.com/images/product612.jpg
613,Product 613,SKU1613,40.0,This is the description for product 613.,https://example.com/images/product613.jpg
614,Product 614,SKU1614,42.5,This is the description for product 614.,https://example.com/images/product614.jpg
615,Product 615,SKU1615,45.0,This is the description for product 615.,https://example.com/images/product615.jpg
616,Product 616,SKU1616,47.5,This is the description for product 616.,https://example.com/images/product616.jpg
617,Product 617,SKU1617,50.0,This is the description for product 617.,https://example.com/images/product617.jpg
618,Product 618,SKU1618,52.5,This is the description for product 618.,https://example.com/images/product618.jpg
619,Product 619,SKU1619,55.0,This is the description for product 619.,https://example.com/images/product619.jpg
620,Product 620,SKU1620,57.5,This is the description for product 620.,https://example.com/images/product620.jpg
621,Product 621,SKU1621,60.0,This is the description for product 621.,https://example.com/images/product621.jpg
622,Product 622,SKU1622,62.5,This is the description for product 622.,https://example.com/images/product622.jpg
623,Product 623,SKU1623,65.0,This is the description for product 623.,https://example.com/images/product623.jpg
624,Product 624,SKU1624,67.5,This is the description for product 624.,https://example.com/images/product624.jpg
625,Product 625,SKU1625,70.0,This is the description for product 625.,https://example.com/images/product625.jpg
626,Product 626,SKU1626,72.5,This is the description for product 626.,https://example.com/images/product626.jpg
627,Product 627,SKU1627,75.0,This is the description for product 627.,https://example.com/images/product627.jpg
628,Product 628,SKU1628,77.5,This is the description for product 628.,https://example.com/images/product628.jpg
629,Product 629,SKU1629,80.0,This is the description for product 629.,https://example.com/images/product629.jpg
630,Product 630,SKU1630,82.5,This is the description for product 630.,https://example.com/images/product630.jpg
631,Product 631,SKU1631,85.0,This is the description for product 631.,https://example.com/images/product631.jpg
632,Product 632,SKU1632,87.5,This is the description for product 632.,https://example.com/images/product632.jpg
633,Product 633,SKU1633,90.0,This is the description for product 633.,https://example.com/images/product633.jpg
634,Product 634,SKU1634,92.5,This is the description for product 634.,https://example.com/images/product634.jpg
635,Product 635,SKU1635,95.0,This is the description for product 635.,https://example.com/images/product635.jpg
636,Product 636,SKU1636,97.5,This is the description for product 636.,https://example.com/images/product636.jpg
637,Product 637,SKU1637,100.0,This is the description for product 637.,https://example.com/images/product637.jpg
638,Product 638,SKU1638,102.5,This is the description for product 638.,https://example.com/images/product638.jpg
639,Product 639,SKU1639,105.0,This is the description for product 639.,https://example.com/images/product639.jpg
640,Product 640,SKU1640,107.5,This is the description for product 640.,https://example.com/images/product640.jpg
641,Product 641,SKU1641,110.0,This is the description for product 641.,https://example.com/images/product641.jpg
642,Product 642,SKU1642,112.5,This is the description for product 642.,https://example.com/images/product642.jpg
643,Product 643,SKU1643,115.0,This is the description for product 643.,https://example.com/images/product643.jpg
644,Product 644,SKU1644,117.5,This is the description for product 644.,https://example.com/images/product644.jpg
645,Product 645,SKU1645,120.0,This is the description for product 645.,https://example.com/images/product645.jpg
646,Product 646,SKU1646,122.5,This is the description for product 646.,https://example.com/images/product646.jpg
647,Product 647,SKU1647,125.0,This is the description for product 647.,https://example.com/images/product647.jpg
648,Product 648,SKU1648,127.5,This is the description for product 648.,https://example.com/images/product648.jpg
649,Product 649,SKU1649,130.0,This is the description for product 649.,https://example.com/images/product649.jpg
650,Product 650,SKU1650,132.5,This is the description for product 650.,https://example.com/images/product650.jpg
651,Product 651,SKU1651,135.0,This is the description for product 651.,https://example.com/images/product651.jpg
652,Product 652,SKU1652,137.5,This is the description for product 652.,https://example.com/images/product652.jpg
653,Product 653,SKU1653,140.0,This is the description for product 653.,https://example.com/images/product653.jpg
654,Product 654,SKU1654,142.5,This is the description for product 654.,https://example.com/images/product654.jpg
655,Product 655,SKU1655,145.0,This is the description for product 655.,https://example.com/images/product655.jpg
656,Product 656,SKU1656,147.5,This is the description for product 656.,https://example.com/images/product656.jpg
657,Product 657,SKU1657,150.0,This is the description for product 657.,https://example.com/images/product657.jpg
658,Product 658,SKU1658,152.5,This is the description for product 658.,https://example.com/images/product658.jpg
659,Product 659,SKU1659,155.0,This is the description for product 659.,https://example.com/images/product659.jpg
660,Product 660,SKU1660,157.5,This is the description for product 660.,https://example.com/images/product660.jpg
661,Product 661,SKU1661,160.0,This is the description for product 661.,https://example.com/images/product661.jpg
662,Product 662,SKU1662,162.5,This is the description for product 662.,https://example.com/images/product662.jpg
663,Product 663,SKU1663,165.0,This is the description for product 663.,https://example.com/images/product663.jpg
664,Product 664,SKU1664,167.5,This is the description for product 664.,https://example.com/images/product664.jpg
665,Product 665,SKU1665,170.0,This is the description for product 665.,https://example.com/images/product665.jpg
